elev_ft,stor_af
777.7,44132.3
777.8,44229.0
777.9,44325.9
778.0,44422.9
778.1,44520.1
778.2,44617.5
778.3,44715.0
778.4,44812.7
778.5,44910.4
778.6,45008.3
778.7,45106.4
778.8,45204.6
778.9,45302.9
779.0,45401.3
779.1,45499.8
779.2,45598.5
779.3,45697.4
779.4,45796.3
779.5,45895.4
779.6,45994.6
779.7,46094.0
779.8,46193.5
779.9,46293.1
780.0,46392.9
780.1,46492.8
780.2,46592.8
780.3,46693.0
780.4,46793.4
780.5,46893.8
780.6,46994.4
780.7,47095.1
780.8,47196.0
780.9,47297.0
781.0,47398.1
781.1,47499.4
781.2,47600.8
781.3,47702.4
781.4,47804.2
781.5,47906.0
781.6,48008.1
781.7,48110.3
781.8,48212.6
781.9,48315.2
782.0,48417.8
782.1,48520.7
782.2,48623.6
782.3,48726.8
782.4,48830.0
782.5,48933.5
782.6,49037.1
782.7,49140.9
782.8,49244.8
782.9,49348.9
783.0,49453.2
783.1,49557.5
783.2,49662.1
783.3,49766.8
783.4,49871.6
783.5,49976.6
783.6,50081.7
783.7,50187.0
783.8,50292.4
783.9,50398.0
784.0,50503.7
784.1,50609.6
784.2,50715.6
784.3,50821.7
784.4,50928.1
784.5,51034.5
784.6,51141.1
784.7,51247.9
784.8,51354.8
784.9,51461.8
785.0,51569.0
785.1,51676.3
785.2,51783.8
785.3,51891.5
785.4,51999.3
785.5,52107.2
785.6,52215.3
785.7,52323.6
785.8,52432.0
785.9,52540.7
786.0,52649.5
786.1,52758.5
786.2,52867.7
786.3,52977.0
786.4,53086.5
786.5,53196.2
786.6,53306.1
786.7,53416.1
786.8,53526.4
786.9,53636.8
787.0,53747.4
787.1,53858.3
787.2,53969.3
787.3,54080.5
787.4,54192.0
787.5,54303.6
787.6,54415.4
787.7,54527.4
787.8,54639.6
787.9,54752.0
788.0,54864.5
788.1,54977.2
788.2,55090.1
788.3,55203.1
788.4,55316.3
788.5,55429.6
788.6,55543.1
788.7,55656.7
788.8,55770.5
788.9,55884.4
789.0,55998.5
789.1,56112.7
789.2,56227.0
789.3,56341.5
789.4,56456.2
789.5,56570.9
789.6,56685.9
789.7,56800.9
789.8,56916.1
789.9,57031.4
790.0,57147.0
790.1,57262.6
790.2,57378.4
790.3,57494.3
790.4,57610.4
790.5,57726.6
790.6,57842.9
790.7,57959.4
790.8,58076.0
790.9,58192.8
791.0,58309.7
791.1,58426.8
791.2,58544.0
791.3,58661.4
791.4,58778.8
791.5,58896.5
791.6,59014.3
791.7,59132.2
791.8,59250.3
791.9,59368.5
792.0,59486.9
792.1,59605.5
792.2,59724.1
792.3,59843.0
792.4,59961.9
792.5,60081.0
792.6,60200.3
792.7,60319.7
792.8,60439.2
792.9,60558.9
793.0,60678.7
793.1,60798.7
793.2,60918.9
793.3,61039.2
793.4,61159.6
793.5,61280.2
793.6,61400.9
793.7,61521.8
793.8,61642.8
793.9,61764.0
794.0,61885.3
794.1,62006.7
794.2,62128.3
794.3,62250.1
794.4,62371.9
794.5,62494.0
794.6,62616.2
794.7,62738.5
794.8,62861.0
794.9,62983.7
795.0,63106.5
795.1,63229.4
795.2,63352.6
795.3,63475.9
795.4,63599.3
795.5,63723.0
795.6,63846.8
795.7,63970.7
795.8,64094.9
795.9,64219.3
796.0,64343.8
796.1,64468.5
796.2,64593.3
796.3,64718.3
796.4,64843.4
796.5,64968.7
796.6,65094.1
796.7,65219.7
796.8,65345.4
796.9,65471.3
797.0,65597.4
797.1,65723.6
797.2,65850.0
797.3,65976.5
797.4,66103.2
797.5,66230.0
797.6,66356.9
797.7,66484.0
797.8,66611.3
797.9,66738.7
798.0,66866.2
798.1,66993.9
798.2,67121.7
798.3,67249.7
798.4,67377.8
798.5,67506.1
798.6,67634.5
798.7,67763.0
798.8,67891.7
798.9,68020.6
799.0,68149.6
799.1,68278.8
799.2,68408.1
799.3,68537.6
799.4,68667.3
799.5,68797.1
799.6,68927.1
799.7,69057.2
799.8,69187.5
799.9,69317.9
800.0,69448.6
800.1,69579.3
800.2,69710.3
800.3,69841.4
800.4,69972.6
800.5,70104.0
800.6,70235.5
800.7,70367.3
800.8,70499.1
800.9,70631.2
801.0,70763.4
801.1,70895.7
801.2,71028.3
801.3,71161.0
801.4,71293.8
801.5,71426.8
801.6,71560.0
801.7,71693.3
801.8,71826.8
801.9,71960.4
802.0,72094.2
802.1,72228.2
802.2,72362.2
802.3,72496.5
802.4,72630.9
802.5,72765.5
802.6,72900.2
802.7,73035.1
802.8,73170.2
802.9,73305.4
803.0,73440.8
803.1,73576.3
803.2,73712.0
803.3,73847.8
803.4,73983.8
803.5,74119.9
803.6,74256.2
803.7,74392.6
803.8,74529.2
803.9,74665.9
804.0,74802.8
804.1,74939.8
804.2,75077.0
804.3,75214.3
804.4,75351.8
804.5,75489.4
804.6,75627.1
804.7,75765.0
804.8,75903.1
804.9,76041.3
805.0,76179.7
805.1,76318.3
805.2,76457.0
805.3,76595.8
805.4,76734.9
805.5,76874.1
805.6,77013.5
805.7,77153.1
805.8,77292.8
805.9,77432.8
